TIGRFAM,ROLE_ID,SubRole,MainRole
TIGR02249,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR02249,708,Other,Mobile and extrachromosomal element functions
TIGR02257,79,"Heme, porphyrin, and cobalamin","Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR02258,166,RNA processing,Transcription
TIGR02270,156,Conserved,Hypothetical proteins
TIGR02273,166,RNA processing,Transcription
TIGR02274,123,2'-Deoxyribonucleotide metabolism,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR02275,145,Cations and iron carrying compounds,Transport and binding proteins
TIGR02277,261,DNA interactions,Regulatory functions
TIGR02281,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR02282,89,Biosynthesis and degradation of murein sacculus and peptidoglycan,Cell envelope
TIGR02283,89,Biosynthesis and degradation of murein sacculus and peptidoglycan,Cell envelope
TIGR02285,156,Conserved,Hypothetical proteins
TIGR02287,184,Other,Energy metabolism
TIGR02292,157,General,Unknown function
TIGR02293,92,Other,Cellular processes
TIGR02294,145,Cations and iron carrying compounds,Transport and binding proteins
TIGR02307,152,Prophage functions,Mobile and extrachromosomal element functions
TIGR02307,166,RNA processing,Transcription
TIGR02308,152,Prophage functions,Mobile and extrachromosomal element functions
TIGR02308,166,RNA processing,Transcription
TIGR02315,143,Anions,Transport and binding proteins
TIGR02318,184,Other,Energy metabolism
TIGR02322,103,Phosphorus compounds,Central intermediary metabolism
TIGR02323,103,Phosphorus compounds,Central intermediary metabolism
TIGR02325,143,Anions,Transport and binding proteins
TIGR02325,261,DNA interactions,Regulatory functions
TIGR02326,103,Phosphorus compounds,Central intermediary metabolism
TIGR02328,156,Conserved,Hypothetical proteins
TIGR02329,261,DNA interactions,Regulatory functions
TIGR02334,114,Fermentation,Energy metabolism
TIGR02336,105,Biosynthesis and degradation of polysaccharides,Energy metabolism
TIGR02339,95,Protein folding and stabilization,Protein fate
TIGR02348,95,Protein folding and stabilization,Protein fate
TIGR02350,95,Protein folding and stabilization,Protein fate
TIGR02351,162,Thiamine,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR02352,162,Thiamine,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR02354,162,Thiamine,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR02355,82,Molybdopterin,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR02356,162,Thiamine,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR02357,147,Other,Transport and binding proteins
TIGR02358,146,"Nucleosides, purines and pyrimidines",Transport and binding proteins
TIGR02358,162,Thiamine,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR02359,147,Other,Transport and binding proteins
TIGR02359,162,Thiamine,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR02360,184,Other,Energy metabolism
TIGR02367,137,tRNA aminoacylation,Protein synthesis
TIGR02374,160,Nitrogen metabolism,Central intermediary metabolism
TIGR02375,112,Electron transport,Energy metabolism
TIGR02376,160,Nitrogen metabolism,Central intermediary metabolism
TIGR02378,160,Nitrogen metabolism,Central intermediary metabolism
TIGR02379,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR02380,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR02381,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR02381,149,Adaptations to atypical conditions,Cellular processes
TIGR02382,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR02383,129,Other,Regulatory functions
TIGR02384,94,Toxin production and resistance,Cellular processes
TIGR02384,708,Other,Mobile and extrachromosomal element functions
TIGR02385,94,Toxin production and resistance,Cellular processes
TIGR02385,708,Other,Mobile and extrachromosomal element functions
TIGR02386,135,DNA-dependent RNA polymerase,Transcription
TIGR02388,135,DNA-dependent RNA polymerase,Transcription
TIGR02389,135,DNA-dependent RNA polymerase,Transcription
TIGR02391,704,Domain,Hypothetical proteins
TIGR02392,149,Adaptations to atypical conditions,Cellular processes
TIGR02392,165,Transcription factors,Transcription
TIGR02393,165,Transcription factors,Transcription
TIGR02394,149,Adaptations to atypical conditions,Cellular processes
TIGR02394,165,Transcription factors,Transcription
TIGR02395,165,Transcription factors,Transcription
TIGR02396,157,General,Unknown function
TIGR02397,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR02400,149,Adaptations to atypical conditions,Cellular processes
TIGR02401,105,Biosynthesis and degradation of polysaccharides,Energy metabolism
TIGR02402,105,Biosynthesis and degradation of polysaccharides,Energy metabolism
TIGR02404,261,DNA interactions,Regulatory functions
TIGR02405,261,DNA interactions,Regulatory functions
TIGR02406,149,Adaptations to atypical conditions,Cellular processes
TIGR02407,149,Adaptations to atypical conditions,Cellular processes
TIGR02414,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR02415,114,Fermentation,Energy metabolism
TIGR02416,184,Other,Energy metabolism
TIGR02417,261,DNA interactions,Regulatory functions
TIGR02418,114,Fermentation,Energy metabolism
TIGR02419,152,Prophage functions,Mobile and extrachromosomal element functions
TIGR02420,165,Transcription factors,Transcription
TIGR02420,264,Small molecule interactions,Regulatory functions
TIGR02422,184,Other,Energy metabolism
TIGR02423,184,Other,Energy metabolism
TIGR02424,184,Other,Energy metabolism
TIGR02424,261,DNA interactions,Regulatory functions
TIGR02425,184,Other,Energy metabolism
TIGR02426,184,Other,Energy metabolism
TIGR02427,184,Other,Energy metabolism
TIGR02431,261,DNA interactions,Regulatory functions
TIGR02432,168,tRNA and rRNA base modification,Protein synthesis
TIGR02433,168,tRNA and rRNA base modification,Protein synthesis
TIGR02435,79,"Heme, porphyrin, and cobalamin","Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR02437,177,Degradation,Fatty acid and phospholipid metabolism
TIGR02439,184,Other,Energy metabolism
TIGR02440,177,Degradation,Fatty acid and phospholipid metabolism
TIGR02444,156,Conserved,Hypothetical proteins
TIGR02445,177,Degradation,Fatty acid and phospholipid metabolism
TIGR02446,177,Degradation,Fatty acid and phospholipid metabolism
TIGR02451,129,Other,Regulatory functions
TIGR02454,145,Cations and iron carrying compounds,Transport and binding proteins
TIGR02455,105,Biosynthesis and degradation of polysaccharides,Energy metabolism
TIGR02455,149,Adaptations to atypical conditions,Cellular processes
TIGR02456,105,Biosynthesis and degradation of polysaccharides,Energy metabolism
TIGR02457,105,Biosynthesis and degradation of polysaccharides,Energy metabolism
TIGR02463,157,General,Unknown function
TIGR02466,156,Conserved,Hypothetical proteins
TIGR02469,79,"Heme, porphyrin, and cobalamin","Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR02470,105,Biosynthesis and degradation of polysaccharides,Energy metabolism
TIGR02474,105,Biosynthesis and degradation of polysaccharides,Energy metabolism
TIGR02475,79,"Heme, porphyrin, and cobalamin","Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR02476,79,"Heme, porphyrin, and cobalamin","Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR02477,116,Glycolysis/gluconeogenesis,Energy metabolism
TIGR02480,188,Chemotaxis and motility,Cellular processes
TIGR02482,116,Glycolysis/gluconeogenesis,Energy metabolism
TIGR02483,116,Glycolysis/gluconeogenesis,Energy metabolism
TIGR02485,79,"Heme, porphyrin, and cobalamin","Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR02487,123,2'-Deoxyribonucleotide metabolism,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR02488,188,Chemotaxis and motility,Cellular processes
TIGR02490,188,Chemotaxis and motility,Cellular processes
TIGR02491,123,2'-Deoxyribonucleotide metabolism,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR02491,140,Protein modification and repair,Protein fate
TIGR02492,188,Chemotaxis and motility,Cellular processes
TIGR02493,110,Anaerobic,Energy metabolism
TIGR02493,140,Protein modification and repair,Protein fate
TIGR02495,123,2'-Deoxyribonucleotide metabolism,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR02495,140,Protein modification and repair,Protein fate
TIGR02497,97,Protein and peptide secretion and trafficking,Protein fate
TIGR02497,187,Pathogenesis,Cellular processes
TIGR02498,187,Pathogenesis,Cellular processes
TIGR02499,97,Protein and peptide secretion and trafficking,Protein fate
TIGR02499,187,Pathogenesis,Cellular processes
TIGR02500,97,Protein and peptide secretion and trafficking,Protein fate
TIGR02500,187,Pathogenesis,Cellular processes
TIGR02501,187,Pathogenesis,Cellular processes
TIGR02502,97,Protein and peptide secretion and trafficking,Protein fate
TIGR02502,187,Pathogenesis,Cellular processes
TIGR02503,95,Protein folding and stabilization,Protein fate
TIGR02503,187,Pathogenesis,Cellular processes
TIGR02504,123,2'-Deoxyribonucleotide metabolism,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR02505,123,2'-Deoxyribonucleotide metabolism,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR02506,123,2'-Deoxyribonucleotide metabolism,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR02508,95,Protein folding and stabilization,Protein fate
TIGR02508,97,Protein and peptide secretion and trafficking,Protein fate
TIGR02508,187,Pathogenesis,Cellular processes
TIGR02509,187,Pathogenesis,Cellular processes
TIGR02510,123,2'-Deoxyribonucleotide metabolism,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR02515,91,Surface structures,Cell envelope
TIGR02516,97,Protein and peptide secretion and trafficking,Protein fate
TIGR02516,187,Pathogenesis,Cellular processes
TIGR02517,97,Protein and peptide secretion and trafficking,Protein fate
TIGR02519,91,Surface structures,Cell envelope
TIGR02520,91,Surface structures,Cell envelope
TIGR02520,97,Protein and peptide secretion and trafficking,Protein fate
TIGR02522,91,Surface structures,Cell envelope
TIGR02523,91,Surface structures,Cell envelope
TIGR02523,140,Protein modification and repair,Protein fate
TIGR02525,186,Plasmid functions,Mobile and extrachromosomal element functions
TIGR02528,109,Amino acids and amines,Energy metabolism
TIGR02530,188,Chemotaxis and motility,Cellular processes
TIGR02531,157,General,Unknown function
TIGR02532,91,Surface structures,Cell envelope
TIGR02532,97,Protein and peptide secretion and trafficking,Protein fate
TIGR02533,97,Protein and peptide secretion and trafficking,Protein fate
TIGR02533,187,Pathogenesis,Cellular processes
TIGR02538,91,Surface structures,Cell envelope
TIGR02538,97,Protein and peptide secretion and trafficking,Protein fate
TIGR02543,157,General,Unknown function
TIGR02544,97,Protein and peptide secretion and trafficking,Protein fate
TIGR02544,187,Pathogenesis,Cellular processes
TIGR02546,97,Protein and peptide secretion and trafficking,Protein fate
TIGR02546,187,Pathogenesis,Cellular processes
TIGR02547,719,NA,NA
TIGR02548,719,NA,NA
TIGR02549,719,NA,NA
TIGR02550,188,Chemotaxis and motility,Cellular processes
TIGR02551,97,Protein and peptide secretion and trafficking,Protein fate
TIGR02551,187,Pathogenesis,Cellular processes
TIGR02554,97,Protein and peptide secretion and trafficking,Protein fate
TIGR02554,187,Pathogenesis,Cellular processes
TIGR02556,719,NA,NA
TIGR02562,719,NA,NA
TIGR02563,719,NA,NA
TIGR02564,719,NA,NA
TIGR02565,719,NA,NA
TIGR02566,719,NA,NA
TIGR02568,97,Protein and peptide secretion and trafficking,Protein fate
TIGR02568,187,Pathogenesis,Cellular processes
TIGR02569,156,Conserved,Hypothetical proteins
TIGR02570,719,NA,NA
TIGR02572,97,Protein and peptide secretion and trafficking,Protein fate
TIGR02574,708,Other,Mobile and extrachromosomal element functions
TIGR02577,719,NA,NA
TIGR02578,719,NA,NA
TIGR02579,719,NA,NA
TIGR02580,719,NA,NA
TIGR02581,719,NA,NA
TIGR02582,719,NA,NA
TIGR02583,719,NA,NA
TIGR02584,719,NA,NA
TIGR02585,719,NA,NA
TIGR02586,719,NA,NA
TIGR02587,88,Other,Cell envelope
TIGR02588,156,Conserved,Hypothetical proteins
TIGR02589,719,NA,NA
TIGR02590,719,NA,NA
TIGR02591,719,NA,NA
TIGR02592,719,NA,NA
TIGR02593,719,NA,NA
TIGR02595,91,Surface structures,Cell envelope
TIGR02596,91,Surface structures,Cell envelope
TIGR02598,91,Surface structures,Cell envelope
TIGR02599,91,Surface structures,Cell envelope
TIGR02600,91,Surface structures,Cell envelope
TIGR02601,97,Protein and peptide secretion and trafficking,Protein fate
TIGR02601,187,Pathogenesis,Cellular processes
TIGR02602,97,Protein and peptide secretion and trafficking,Protein fate
TIGR02605,261,DNA interactions,Regulatory functions
TIGR02606,92,Other,Cellular processes
TIGR02606,186,Plasmid functions,Mobile and extrachromosomal element functions
TIGR02607,261,DNA interactions,Regulatory functions
TIGR02607,263,Protein interactions,Regulatory functions
TIGR02607,708,Other,Mobile and extrachromosomal element functions
TIGR02609,708,Other,Mobile and extrachromosomal element functions
TIGR02611,156,Conserved,Hypothetical proteins
TIGR02612,157,General,Unknown function
TIGR02614,89,Biosynthesis and degradation of murein sacculus and peptidoglycan,Cell envelope
TIGR02614,93,Cell division,Cellular processes
TIGR02615,89,Biosynthesis and degradation of murein sacculus and peptidoglycan,Cell envelope
TIGR02615,705,Sporulation and germination,Cellular processes
TIGR02616,109,Amino acids and amines,Energy metabolism
TIGR02616,133,Other,Transcription
TIGR02617,109,Amino acids and amines,Energy metabolism
TIGR02618,109,Amino acids and amines,Energy metabolism
TIGR02619,719,NA,NA
TIGR02620,719,NA,NA
TIGR02621,719,NA,NA
TIGR02622,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR02623,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR02625,119,Sugars,Energy metabolism
TIGR02628,119,Sugars,Energy metabolism
TIGR02629,119,Sugars,Energy metabolism
TIGR02630,119,Sugars,Energy metabolism
TIGR02633,144,"Carbohydrates, organic alcohols, and acids",Transport and binding proteins
TIGR02634,144,"Carbohydrates, organic alcohols, and acids",Transport and binding proteins
TIGR02635,119,Sugars,Energy metabolism
TIGR02638,119,Sugars,Energy metabolism
TIGR02639,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR02640,92,Other,Cellular processes
TIGR02641,92,Other,Cellular processes
TIGR02642,152,Prophage functions,Mobile and extrachromosomal element functions
TIGR02643,122,Other,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR02644,122,Other,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR02646,156,Conserved,Hypothetical proteins
TIGR02647,156,Conserved,Hypothetical proteins
TIGR02648,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR02649,166,RNA processing,Transcription
TIGR02650,166,RNA processing,Transcription
TIGR02651,166,RNA processing,Transcription
TIGR02652,156,Conserved,Hypothetical proteins
TIGR02653,156,Conserved,Hypothetical proteins
TIGR02654,92,Other,Cellular processes
TIGR02655,92,Other,Cellular processes
TIGR02656,112,Electron transport,Energy metabolism
TIGR02656,164,Photosynthesis,Energy metabolism
TIGR02657,112,Electron transport,Energy metabolism
TIGR02658,109,Amino acids and amines,Energy metabolism
TIGR02659,109,Amino acids and amines,Energy metabolism
