Species,Healthy_Median,Healthy_Distribution,CRC_Median,CRC_Distribution,Test,Test_Statistic,P_Value,Correction_Performed,Corrected_Pvalue,Reject
Prevotella_aff_ruminicola_Tc2-24,-3.037528121824888,Not Normally Distributed,-3.368811586124618,Not Normally Distributed,Mann-Whitney U Test,8323.0,0.0009835826726066444,fdr_bh,0.0021786196005619484,True
Sodalis_praecaptivus,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8323.0,0.0009835826726066444,fdr_bh,0.0021786196005619484,True
Clostridium_kluyveri,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8321.0,0.0009969504671075867,fdr_bh,0.0022046384313273463,True
Streptococcus_criceti,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8320.0,0.0010036972565340356,fdr_bh,0.0022123634827978743,True
Lactobacillus_johnsonii,-3.2188942248307075,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8320.0,0.0010036972565340356,fdr_bh,0.0022123634827978743,True
Eubacterium_ruminantium,-3.1192790774670414,Not Normally Distributed,-3.4034055690547618,Not Normally Distributed,Mann-Whitney U Test,8319.0,0.0010104862920038244,fdr_bh,0.002223723878843368,True
Corynebacterium_striatum,-3.252320373275312,Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8317.0,0.0010241920619897787,fdr_bh,0.0022502442718999984,True
Helicobacter_pylori,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8316.0,0.001031109279955389,fdr_bh,0.0022617880979666598,True
Lactobacillus_vaginalis,-3.2158430695976,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8315.0,0.0010380697108729568,fdr_bh,0.002266091182644015,True
Xylella_fastidiosa,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8315.0,0.0010380697108729568,fdr_bh,0.002266091182644015,True
Eubacterium_yurii,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8315.0,0.0010380697108729568,fdr_bh,0.002266091182644015,True
Trabulsiella_odontotermitis,-3.2188942248307075,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8314.0,0.001045073599480392,fdr_bh,0.002277724511688034,True
Enterobacter_sp_HK169,-3.108746401711455,Not Normally Distributed,-3.387593942714151,Not Normally Distributed,Mann-Whitney U Test,8313.0,0.0010521211917296812,fdr_bh,0.0022894157132037863,True
Bifidobacterium_gallicum,-3.2188942248307075,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8311.0,0.0010663484770616711,fdr_bh,0.0023166676178975605,True
Arcobacter_butzleri,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8306.0,0.0011026989566464277,fdr_bh,0.0023406868903596695,True
Lonsdalea_britannica,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8305.0,0.001110105179619108,fdr_bh,0.0023406868903596695,True
Pseudomonas_putida,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8305.0,0.001110105179619108,fdr_bh,0.0023406868903596695,True
Lactobacillus_equicursoris,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8305.0,0.001110105179619108,fdr_bh,0.0023406868903596695,True
Bifidobacterium_callitrichos,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8308.0,0.0010880234015293283,fdr_bh,0.0023406868903596695,True
Yersinia_frederiksenii,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8305.0,0.001110105179619108,fdr_bh,0.0023406868903596695,True
Bacillus_subtilis,-2.9414849544032116,Not Normally Distributed,-3.378691488250526,Not Normally Distributed,Mann-Whitney U Test,8305.0,0.001110105179619108,fdr_bh,0.0023406868903596695,True
Pseudomonas_sp_JY-Q,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8305.0,0.001110105179619108,fdr_bh,0.0023406868903596695,True
Leminorella_richardii,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8305.0,0.001110105179619108,fdr_bh,0.0023406868903596695,True
Pseudovibrio_stylochi,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8305.0,0.001110105179619108,fdr_bh,0.0023406868903596695,True
Moraxella_porci,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8305.0,0.001110105179619108,fdr_bh,0.0023406868903596695,True
Serratia_sp_ATCC_39006,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8305.0,0.001110105179619108,fdr_bh,0.0023406868903596695,True
Dickeya_sp_MK7,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8305.0,0.001110105179619108,fdr_bh,0.0023406868903596695,True
Enterobacter_ludwigii,-3.010472407214589,Not Normally Distributed,-3.3548604019003587,Not Normally Distributed,Mann-Whitney U Test,8309.0,0.001080753558953473,fdr_bh,0.0023406868903596695,True
Citrobacter_sp_CRE-46,-3.1192790774670414,Not Normally Distributed,-3.387593942714151,Not Normally Distributed,Mann-Whitney U Test,8305.0,0.001110105179619108,fdr_bh,0.0023406868903596695,True
Mannheimia_haemolytica,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8305.0,0.001110105179619108,fdr_bh,0.0023406868903596695,True
Erwinia_sp_Ejp617,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8305.0,0.001110105179619108,fdr_bh,0.0023406868903596695,True
Aeromonas_eucrenophila,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8305.0,0.001110105179619108,fdr_bh,0.0023406868903596695,True
Megasphaera_cerevisiae,-3.1904496083845473,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8306.0,0.0011026989566464277,fdr_bh,0.0023406868903596695,True
Ruminococcaceae_bacterium_CPB6,-3.211477340154312,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8303.0,0.0011250558019045335,fdr_bh,0.002368538530325334,True
Actinomyces_timonensis,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8301.0,0.001140192388093615,fdr_bh,0.0023966949734270733,True
Fastidiosipila_sanguinis,-3.218692010395868,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8299.0,0.0011555170305753927,fdr_bh,0.0024251591999730465,True
Klebsiella_sp_M5al,-3.0682811733214397,Not Normally Distributed,-3.3817268058720114,Not Normally Distributed,Mann-Whitney U Test,8298.0,0.0011632505324108752,fdr_bh,0.002437628234327874,True
Klebsiella_sp_LTGPAF-6F,-3.1192790774670414,Not Normally Distributed,-3.4034055690547618,Not Normally Distributed,Mann-Whitney U Test,8296.0,0.0011788612275474817,fdr_bh,0.002466540414560885,True
Lactobacillus_brevis,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8295.0,0.0011867389568603727,fdr_bh,0.0024716155916234407,True
Weissella_cibaria,-3.218140623353655,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8295.0,0.0011867389568603727,fdr_bh,0.0024716155916234407,True
Enterobacteriaceae_bacterium_strain_FGI_57,-3.2188942248307075,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8295.0,0.0011867389568603727,fdr_bh,0.0024716155916234407,True
Intestinibaculum_porci,-3.105823689672837,Not Normally Distributed,-3.4034055690547618,Not Normally Distributed,Mann-Whitney U Test,8294.0,0.0011946653001901422,fdr_bh,0.0024843192786828646,True
Cutibacterium_avidum,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8293.0,0.0012026405288193685,fdr_bh,0.0024970856781592996,True
Mycoplasma_alvi,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8288.0,0.0012432595390366508,fdr_bh,0.0025198703026674293,True
Kangiella_geojedonensis,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8288.0,0.0012432595390366508,fdr_bh,0.0025198703026674293,True
Mycoplasma_sp_(ex_Biomphalaria_glabrata),-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8288.0,0.0012432595390366508,fdr_bh,0.0025198703026674293,True
Mycoplasma_pirum,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8288.0,0.0012432595390366508,fdr_bh,0.0025198703026674293,True
Bibersteinia_trehalosi,-3.2375871806589256,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8288.0,0.0012432595390366508,fdr_bh,0.0025198703026674293,True
Mycoplasma_agassizii,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8288.0,0.0012432595390366508,fdr_bh,0.0025198703026674293,True
Selenomonas_bovis,-3.1743244289312784,Not Normally Distributed,-3.4034055690547618,Not Normally Distributed,Mann-Whitney U Test,8288.0,0.0012432595390366508,fdr_bh,0.0025198703026674293,True
Treponema_socranskii,-3.2241424755815675,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8291.0,0.0012187387337115778,fdr_bh,0.0025198703026674293,True
Peptoniphilus_sp_ING2-D1G,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8288.0,0.0012432595390366508,fdr_bh,0.0025198703026674293,True
Acholeplasma_modicum,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8288.0,0.0012432595390366508,fdr_bh,0.0025198703026674293,True
Lysinibacillus_timonensis,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8288.0,0.0012432595390366508,fdr_bh,0.0025198703026674293,True
Enterococcus_wangshanyuanii,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8288.0,0.0012432595390366508,fdr_bh,0.0025198703026674293,True
Acholeplasma_axanthum,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8288.0,0.0012432595390366508,fdr_bh,0.0025198703026674293,True
Staphylococcus_muscae,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8288.0,0.0012432595390366508,fdr_bh,0.0025198703026674293,True
Candidatus_Izimaplasma_sp_HR1,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8288.0,0.0012432595390366508,fdr_bh,0.0025198703026674293,True
Mesoplasma_chauliocola,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8288.0,0.0012432595390366508,fdr_bh,0.0025198703026674293,True
Parabacteroides_chartae,-3.2188942248307075,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8285.0,0.0012682352205363693,fdr_bh,0.0025628527487807757,True
Erwinia_oleae,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8285.0,0.0012682352205363693,fdr_bh,0.0025628527487807757,True
Allobaculum_stercoricanis,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8284.0,0.0012766628440895962,fdr_bh,0.002574228736020379,True
Winkia_neuii,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8281.0,0.00130225688998678,fdr_bh,0.002574228736020379,True
Asaia_astilbis,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8281.0,0.00130225688998678,fdr_bh,0.002574228736020379,True
Dickeya_dianthicola,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8282.0,0.0012936733920363758,fdr_bh,0.002574228736020379,True
Actinobaculum_massiliense,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8281.0,0.00130225688998678,fdr_bh,0.002574228736020379,True
Mobiluncus_mulieris,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8281.0,0.00130225688998678,fdr_bh,0.002574228736020379,True
Methyloversatilis_universalis,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8281.0,0.00130225688998678,fdr_bh,0.002574228736020379,True
Roseburia_intestinalis,13.314513582675122,Not Normally Distributed,12.736219245355159,Normally Distributed,Mann-Whitney U Test,8283.0,0.0012851421392264088,fdr_bh,0.002574228736020379,True
Lactobacillus_panis,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8282.0,0.0012936733920363758,fdr_bh,0.002574228736020379,True
Trueperella_bernardiae,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8281.0,0.00130225688998678,fdr_bh,0.002574228736020379,True
Moraxella_nonliquefaciens,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8281.0,0.00130225688998678,fdr_bh,0.002574228736020379,True
Capnocytophaga_sp_oral_taxon_864,-3.252320373275312,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8283.0,0.0012851421392264088,fdr_bh,0.002574228736020379,True
Pantoea_septica,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8282.0,0.0012936733920363758,fdr_bh,0.002574228736020379,True
Pasteurella_bettyae,-3.050327597547213,Not Normally Distributed,-3.3817268058720114,Not Normally Distributed,Mann-Whitney U Test,8281.0,0.00130225688998678,fdr_bh,0.002574228736020379,True
Capnocytophaga_cynodegmi,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8281.0,0.00130225688998678,fdr_bh,0.002574228736020379,True
Treponema_berlinense,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8280.0,0.0013108929219279306,fdr_bh,0.0025837889475680952,True
Neisseria_cinerea,-3.211477340154312,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8280.0,0.0013108929219279306,fdr_bh,0.0025837889475680952,True
Shigella_flexneri,-3.050327597547213,Not Normally Distributed,-3.3768388783081242,Not Normally Distributed,Mann-Whitney U Test,8278.0,0.0013283237501309194,fdr_bh,0.0026143564401997837,True
Turicimonas_muris,-3.1655791626023895,Not Normally Distributed,-3.46807376026476,Not Normally Distributed,Mann-Whitney U Test,8274.0,0.0013638286786077016,fdr_bh,0.0026803569406162924,True
Chryseobacterium_gallinarum,-3.179734872977388,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8273.0,0.0013728406535915341,fdr_bh,0.002694175020035334,True
Enterobacter_sp_ODB01,-3.0787114530780624,Not Normally Distributed,-3.3817268058720114,Not Normally Distributed,Mann-Whitney U Test,8271.0,0.0013910295907750582,fdr_bh,0.002722014738782848,True
Burkholderiales_bacterium_YL45,-3.1655791626023895,Not Normally Distributed,-3.46807376026476,Not Normally Distributed,Mann-Whitney U Test,8271.0,0.0013910295907750582,fdr_bh,0.002722014738782848,True
Bifidobacterium_stellenboschense,-3.095785251947289,Not Normally Distributed,-3.387593942714151,Not Normally Distributed,Mann-Whitney U Test,8270.0,0.0014002071574903015,fdr_bh,0.0027360369744063363,True
Erwinia_tracheiphila,-3.223995114585719,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8268.0,0.0014187300092666846,fdr_bh,0.0027682536766179214,True
Bifidobacterium_subtile,-3.218692010395868,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8266.0,0.001437478531887393,fdr_bh,0.0027968108774919236,True
Streptococcus_equi,-3.2241424755815675,Not Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8266.0,0.001437478531887393,fdr_bh,0.0027968108774919236,True
Peptococcus_niger,-3.2241424755815675,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8265.0,0.0014469381926289107,fdr_bh,0.002811194202821884,True
Eubacterium_oxidoreducens,-2.4849450247819806,Normally Distributed,-3.2135272057109283,Not Normally Distributed,Mann-Whitney U Test,8261.0,0.0014853534557101357,fdr_bh,0.002881712838467596,True
Enterorhabdus_caecimuris,-2.922099169545996,Not Normally Distributed,-3.3119522246511597,Not Normally Distributed,Mann-Whitney U Test,8260.0,0.00149510300358533,fdr_bh,0.0028964958474017788,True
Actinomyces_gerencseriae,-3.211477340154312,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8256.0,0.0015346936980416767,fdr_bh,0.0029689664713181793,True
